# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	75222	76262	-	WP_004127017.1	WP_004127017.1		phosphate ABC transporter substrate-binding protein PstS	pstS		Q8725_RS00375	1041	346	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	76579	78408	-					glmS		Q8725_RS00380	1830		old_locus_tag=Q8725_00380
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	76579	78408	-	WP_197663802.1	WP_197663802.1		glutamine--fructose-6-phosphate transaminase (isomerizing)	glmS		Q8725_RS00380	1830	609	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	78591	79961	-					glmU		Q8725_RS00385	1371		old_locus_tag=Q8725_00385
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	78591	79961	-	WP_009652732.1	WP_009652732.1		bifunctional UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase GlmU	glmU		Q8725_RS00385	1371	456	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	80307	82478	+							Q8725_RS00390	2172		old_locus_tag=Q8725_00390
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	80307	82478	+	WP_109213366.1	WP_109213366.1		right-handed parallel beta-helix repeat-containing protein			Q8725_RS00390	2172	723	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	82891	83310	-							Q8725_RS00395	420		old_locus_tag=Q8725_00395
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	82891	83310	-	WP_004107274.1	WP_004107274.1		F0F1 ATP synthase subunit epsilon			Q8725_RS00395	420	139	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	83331	84713	-					atpD		Q8725_RS00400	1383		old_locus_tag=Q8725_00400
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	83331	84713	-	WP_004107276.1	WP_004107276.1		F0F1 ATP synthase subunit beta	atpD		Q8725_RS00400	1383	460	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	84740	85603	-					atpG		Q8725_RS00405	864		old_locus_tag=Q8725_00405
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	84740	85603	-	WP_004107278.1	WP_004107278.1		F0F1 ATP synthase subunit gamma	atpG		Q8725_RS00405	864	287	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	85654	87195	-					atpA		Q8725_RS00410	1542		old_locus_tag=Q8725_00410
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	85654	87195	-	WP_004127029.1	WP_004127029.1		F0F1 ATP synthase subunit alpha	atpA		Q8725_RS00410	1542	513	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	87208	87741	-					atpH		Q8725_RS00415	534		old_locus_tag=Q8725_00415
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	87208	87741	-	WP_004855764.1	WP_004855764.1		F0F1 ATP synthase subunit delta	atpH		Q8725_RS00415	534	177	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	87756	88226	-					atpF		Q8725_RS00420	471		old_locus_tag=Q8725_00420
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	87756	88226	-	WP_004107293.1	WP_004107293.1		F0F1 ATP synthase subunit B	atpF		Q8725_RS00420	471	156	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	88283	88522	-					atpE		Q8725_RS00425	240		old_locus_tag=Q8725_00425
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	88283	88522	-	WP_000429386.1	WP_000429386.1		F0F1 ATP synthase subunit C	atpE		Q8725_RS00425	240	79	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	88570	89385	-					atpB		Q8725_RS00430	816		old_locus_tag=Q8725_00430
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	88570	89385	-	WP_004127037.1	WP_004127037.1		F0F1 ATP synthase subunit A	atpB		Q8725_RS00430	816	271	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	89394	89774	-					atpI		Q8725_RS00435	381		old_locus_tag=Q8725_00435
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	89394	89774	-	WP_004855768.1	WP_004855768.1		F0F1 ATP synthase subunit I	atpI		Q8725_RS00435	381	126	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	90391	91014	-					rsmG		Q8725_RS00440	624		old_locus_tag=Q8725_00440
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	90391	91014	-	WP_004855770.1	WP_004855770.1		16S rRNA (guanine(527)-N(7))-methyltransferase RsmG	rsmG		Q8725_RS00440	624	207	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	91128	93017	-					mnmG		Q8725_RS00445	1890		old_locus_tag=Q8725_00445
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	91128	93017	-	WP_004855773.1	WP_004855773.1		tRNA uridine-5-carboxymethylaminomethyl(34) synthesis enzyme MnmG	mnmG		Q8725_RS00445	1890	629	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	93399	93839	-					mioC		Q8725_RS00450	441		old_locus_tag=Q8725_00450
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	93399	93839	-	WP_009653317.1	WP_009653317.1		FMN-binding protein MioC	mioC		Q8725_RS00450	441	146	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	93931	94389	-					asnC		Q8725_RS00455	459		old_locus_tag=Q8725_00455
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	93931	94389	-	WP_004107306.1	WP_004107306.1		transcriptional regulator AsnC	asnC		Q8725_RS00455	459	152	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	94542	95534	+					asnA		Q8725_RS00460	993		old_locus_tag=Q8725_00460
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	94542	95534	+	WP_128350266.1	WP_128350266.1		aspartate--ammonia ligase	asnA		Q8725_RS00460	993	330	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	95542	96990	-					viaA		Q8725_RS00465	1449		old_locus_tag=Q8725_00465
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	95542	96990	-	WP_128350265.1	WP_128350265.1		ATPase RavA stimulator ViaA	viaA		Q8725_RS00465	1449	482	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	96987	98486	-					ravA		Q8725_RS00470	1500		old_locus_tag=Q8725_00470
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	96987	98486	-	WP_305878728.1	WP_305878728.1		ATPase RavA	ravA		Q8725_RS00470	1500	499	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	98704	100572	+					kup		Q8725_RS00475	1869		old_locus_tag=Q8725_00475
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	98704	100572	+	WP_004107313.1	WP_004107313.1		low affinity potassium transporter Kup	kup		Q8725_RS00475	1869	622	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	100757	101176	+					rbsD		Q8725_RS00480	420		old_locus_tag=Q8725_00480
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	100757	101176	+	WP_004855789.1	WP_004855789.1		D-ribose pyranase	rbsD		Q8725_RS00480	420	139	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	101187	102692	+					rbsA		Q8725_RS00485	1506		old_locus_tag=Q8725_00485
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	101187	102692	+	WP_004855791.1	WP_004855791.1		ribose ABC transporter ATP-binding protein RbsA	rbsA		Q8725_RS00485	1506	501	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	102698	103663	+					rbsC		Q8725_RS00490	966		old_locus_tag=Q8725_00490
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	102698	103663	+	WP_004855792.1	WP_004855792.1		ribose ABC transporter permease	rbsC		Q8725_RS00490	966	321	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	103691	104581	+					rbsB		Q8725_RS00495	891		old_locus_tag=Q8725_00495
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	103691	104581	+	WP_004855794.1	WP_004855794.1		ribose ABC transporter substrate-binding protein RbsB	rbsB		Q8725_RS00495	891	296	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	104680	105612	+					rbsK		Q8725_RS00500	933		old_locus_tag=Q8725_00500
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	104680	105612	+	WP_161506359.1	WP_161506359.1		ribokinase	rbsK		Q8725_RS00500	933	310	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	105616	106608	+					rbsR		Q8725_RS00505	993		old_locus_tag=Q8725_00505
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	105616	106608	+	WP_101836755.1	WP_101836755.1		ribose operon transcriptional repressor RbsR	rbsR		Q8725_RS00505	993	330	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	106605	108002	-					mdtD		Q8725_RS00510	1398		old_locus_tag=Q8725_00510
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	106605	108002	-	WP_004855800.1	WP_004855800.1		multidrug transporter subunit MdtD	mdtD		Q8725_RS00510	1398	465	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	108015	108716	-							Q8725_RS00515	702		old_locus_tag=Q8725_00515
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	108015	108716	-	WP_004855803.1	WP_004855803.1		FadR/GntR family transcriptional regulator			Q8725_RS00515	702	233	
gene	rRNA	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	108990	111896	+							Q8725_RS00520	2907		old_locus_tag=Q8725_00520
rRNA		GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	108990	111896	+				23S ribosomal RNA			Q8725_RS00520	2907		
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	112075	112593	-					mobB		Q8725_RS00525	519		old_locus_tag=Q8725_00525
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	112075	112593	-	WP_004855806.1	WP_004855806.1		molybdopterin-guanine dinucleotide biosynthesis protein MobB	mobB		Q8725_RS00525	519	172	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	112590	113171	-					mobA		Q8725_RS00530	582		old_locus_tag=Q8725_00530
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	112590	113171	-	WP_004855809.1	WP_004855809.1		molybdenum cofactor guanylyltransferase MobA	mobA		Q8725_RS00530	582	193	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	113243	113512	+							Q8725_RS00535	270		old_locus_tag=Q8725_00535
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	113243	113512	+	WP_004855810.1	WP_004855810.1		YihD family protein			Q8725_RS00535	270	89	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	113588	114574	+							Q8725_RS00540	987		old_locus_tag=Q8725_00540
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	113588	114574	+	WP_004855813.1	WP_004855813.1		serine/threonine protein kinase			Q8725_RS00540	987	328	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	114602	115225	+					dsbA		Q8725_RS00545	624		old_locus_tag=Q8725_00545
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	114602	115225	+	WP_004855816.1	WP_004855816.1		thiol:disulfide interchange protein DsbA	dsbA		Q8725_RS00545	624	207	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	115275	116174	-							Q8725_RS00550	900		old_locus_tag=Q8725_00550
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	115275	116174	-	WP_032721703.1	WP_032721703.1		acyltransferase			Q8725_RS00550	900	299	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	116571	119360	+					polA		Q8725_RS00555	2790		old_locus_tag=Q8725_00555
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	116571	119360	+	WP_305878729.1	WP_305878729.1		DNA polymerase I	polA		Q8725_RS00555	2790	929	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	119710	120342	-					yihA		Q8725_RS00560	633		old_locus_tag=Q8725_00560
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	119710	120342	-	WP_004855823.1	WP_004855823.1		ribosome biogenesis GTP-binding protein YihA/YsxC	yihA		Q8725_RS00560	633	210	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	120926	121432	+					yihI		Q8725_RS00565	507		old_locus_tag=Q8725_00565
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	120926	121432	+	WP_004855825.1	WP_004855825.1		Der GTPase-activating protein YihI	yihI		Q8725_RS00565	507	168	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	121621	122994	+					hemN		Q8725_RS00570	1374		old_locus_tag=Q8725_00570
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	121621	122994	+	WP_004855827.1	WP_004855827.1		oxygen-independent coproporphyrinogen III oxidase	hemN		Q8725_RS00570	1374	457	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	123031	123141	-							Q8725_RS00575	111		old_locus_tag=Q8725_00575
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	123031	123141	-	WP_004855828.1	WP_004855828.1		YshB family small membrane protein			Q8725_RS00575	111	36	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	123253	124662	-					glnG		Q8725_RS00580	1410		old_locus_tag=Q8725_00580
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	123253	124662	-	WP_004107350.1	WP_004107350.1		nitrogen regulation protein NR(I)	glnG		Q8725_RS00580	1410	469	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	124671	125720	-					glnL		Q8725_RS00585	1050		old_locus_tag=Q8725_00585
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	124671	125720	-	WP_004127098.1	WP_004127098.1		nitrogen regulation protein NR(II)	glnL		Q8725_RS00585	1050	349	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	125909	127318	-					glnA		Q8725_RS00590	1410		old_locus_tag=Q8725_00590
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	125909	127318	-	WP_004127100.1	WP_004127100.1		glutamate--ammonia ligase	glnA		Q8725_RS00590	1410	469	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	127697	129520	+					typA		Q8725_RS00595	1824		old_locus_tag=Q8725_00595
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	127697	129520	+	WP_004127103.1	WP_004127103.1		ribosome-dependent GTPase TypA	typA		Q8725_RS00595	1824	607	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	129654	130253	+					yihX		Q8725_RS00600	600		old_locus_tag=Q8725_00600
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	129654	130253	+	WP_004127106.1	WP_004127106.1		glucose-1-phosphatase	yihX		Q8725_RS00600	600	199	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	130247	131107	+							Q8725_RS00605	861		old_locus_tag=Q8725_00605
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	130247	131107	+	WP_139530458.1	WP_139530458.1		virulence factor BrkB family protein			Q8725_RS00605	861	286	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	131104	131541	+					dtd		Q8725_RS00610	438		old_locus_tag=Q8725_00610
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	131104	131541	+	WP_042927610.1	WP_042927610.1		D-aminoacyl-tRNA deacylase	dtd		Q8725_RS00610	438	145	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	131586	132527	+					fabY		Q8725_RS00615	942		old_locus_tag=Q8725_00615
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	131586	132527	+	WP_009652900.1	WP_009652900.1		fatty acid biosynthesis protein FabY	fabY		Q8725_RS00615	942	313	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	132545	133462	-							Q8725_RS00620	918		old_locus_tag=Q8725_00620
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	132545	133462	-	WP_049076159.1	WP_049076159.1		alpha/beta hydrolase			Q8725_RS00620	918	305	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	133658	134587	-					fdhE		Q8725_RS00625	930		old_locus_tag=Q8725_00625
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	133658	134587	-	WP_266336354.1	WP_266336354.1		formate dehydrogenase accessory protein FdhE	fdhE		Q8725_RS00625	930	309	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	134930	135565	-					fdoI		Q8725_RS00630	636		old_locus_tag=Q8725_00630
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	134930	135565	-	WP_004107380.1	WP_004107380.1		formate dehydrogenase cytochrome b556 subunit	fdoI		Q8725_RS00630	636	211	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	135562	136464	-					fdxH		Q8725_RS00635	903		old_locus_tag=Q8725_00635
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	135562	136464	-	WP_004122548.1	WP_004122548.1		formate dehydrogenase subunit beta	fdxH		Q8725_RS00635	903	300	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	136607	139627	-					fdnG		Q8725_RS00640	3021		partial;old_locus_tag=Q8725_00640
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	136607	139627	-	WP_279948033.1	WP_279948033.1		formate dehydrogenase-N subunit alpha	fdnG		Q8725_RS00640	3021	1007	partial
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	139784	140620	+					fdhD		Q8725_RS00645	837		old_locus_tag=Q8725_00645
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	139784	140620	+	WP_109213047.1	WP_109213047.1		formate dehydrogenase accessory sulfurtransferase FdhD	fdhD		Q8725_RS00645	837	278	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	140749	140961	+							Q8725_RS00650	213		old_locus_tag=Q8725_00650
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	140749	140961	+	WP_004855880.1	WP_004855880.1		YdgH/BhsA/McbA-like domain containing protein			Q8725_RS00650	213	70	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	141006	141260	+							Q8725_RS00655	255		old_locus_tag=Q8725_00655
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	141006	141260	+	WP_181250391.1	WP_181250391.1		hypothetical protein			Q8725_RS00655	255	84	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	141460	142440	+							Q8725_RS00660	981		old_locus_tag=Q8725_00660
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	141460	142440	+	WP_004855882.1	WP_004855882.1		6-phosphofructokinase			Q8725_RS00660	981	326	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	142452	142766	+							Q8725_RS00665	315		old_locus_tag=Q8725_00665
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	142452	142766	+	WP_004855885.1	WP_004855885.1		PTS sugar transporter subunit IIB			Q8725_RS00665	315	104	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	142759	144126	+							Q8725_RS00670	1368		old_locus_tag=Q8725_00670
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	142759	144126	+	WP_004127157.1	WP_004127157.1		PTS sugar transporter subunit IIC			Q8725_RS00670	1368	455	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	144113	144955	+							Q8725_RS00675	843		old_locus_tag=Q8725_00675
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	144113	144955	+	WP_086531702.1	WP_086531702.1		class II fructose-bisphosphate aldolase			Q8725_RS00675	843	280	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	145013	145282	+							Q8725_RS00680	270		old_locus_tag=Q8725_00680
