# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	71635	73542	+	WP_010929604.1	WP_010929604.1		molecular chaperone HtpG	htpG		BHR50_RS00395	1908	635	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	73704	74324	-							BHR50_RS00400	621		old_locus_tag=BHR50_00395
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	73704	74324	-	WP_010929605.1	WP_010929605.1		glutathione S-transferase			BHR50_RS00400	621	206	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	74356	74937	-					ampD		BHR50_RS00405	582		old_locus_tag=BHR50_00400
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	74356	74937	-	WP_003807804.1	WP_003807804.1		1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD	ampD		BHR50_RS00405	582	193	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	75026	75277	-							BHR50_RS00410	252		old_locus_tag=BHR50_00405
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	75026	75277	-	WP_003807805.1	WP_003807805.1		PP0621 family protein			BHR50_RS00410	252	83	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	75279	76121	-					ccsA		BHR50_RS00415	843		old_locus_tag=BHR50_00410
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	75279	76121	-	WP_010929606.1	WP_010929606.1		cytochrome c biogenesis protein CcsA	ccsA		BHR50_RS00415	843	280	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	76227	77636	+					ffh		BHR50_RS00420	1410		old_locus_tag=BHR50_00415
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	76227	77636	+	WP_010929607.1	WP_010929607.1		signal recognition particle protein	ffh		BHR50_RS00420	1410	469	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	77633	78583	-							BHR50_RS00425	951		old_locus_tag=BHR50_00420
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	77633	78583	-	WP_005012067.1	WP_005012067.1		IS481-like element IS481 family transposase			BHR50_RS00425	951	316	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	78658	79602	+							BHR50_RS00430	945		old_locus_tag=BHR50_00425
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	78658	79602	+	WP_041166334.1	WP_041166334.1		IS481 family transposase			BHR50_RS00430	945	314	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	79599	81473	-					wlbL		BHR50_RS00435	1875		old_locus_tag=BHR50_00430
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	79599	81473	-	WP_010929608.1	WP_010929608.1		O-antigen biosynthesis protein WlbL	wlbL		BHR50_RS00435	1875	624	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	81522	82196	-							BHR50_RS20480	675		
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	81522	82196	-	WP_023853434.1	WP_023853434.1		hypothetical protein			BHR50_RS20480	675	224	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	82163	82771	-							BHR50_RS20485	609		
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	82163	82771	-	WP_023853413.1	WP_023853413.1		hypothetical protein			BHR50_RS20485	609	202	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	82821	83525	-					wlbI		BHR50_RS00445	705		old_locus_tag=BHR50_00440
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	82821	83525	-	WP_003807102.1	WP_003807102.1		O-antigen biosynthesis protein WlbI	wlbI		BHR50_RS00445	705	234	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	83522	84694	-					wlbH		BHR50_RS00450	1173		old_locus_tag=BHR50_00445
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	83522	84694	-	WP_010929609.1	WP_010929609.1		O-antigen biosynthesis protein WlbH	wlbH		BHR50_RS00450	1173	390	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	84890	85483	-					wlbG		BHR50_RS00455	594		old_locus_tag=BHR50_00450
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	84890	85483	-	WP_010929610.1	WP_010929610.1		O-antigen biosynthesis protein WlbG	wlbG		BHR50_RS00455	594	197	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	85480	86667	-					wlbF		BHR50_RS00460	1188		old_locus_tag=BHR50_00455
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	85480	86667	-	WP_023853419.1	WP_023853419.1		O-antigen biosynthesis aminotransferase WlbF	wlbF		BHR50_RS00460	1188	395	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	86730	87989	-					wlbE		BHR50_RS00465	1260		old_locus_tag=BHR50_00460
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	86730	87989	-	WP_010929612.1	WP_010929612.1		O-antigen biosynthesis protein WlbE	wlbE		BHR50_RS00465	1260	419	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	88013	89101	-					wlbD		BHR50_RS00470	1089		old_locus_tag=BHR50_00465
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	88013	89101	-	WP_010929613.1	WP_010929613.1		O-antigen biosynthesis protein WlbD	wlbD		BHR50_RS00470	1089	362	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	89109	90209	-					wlbC		BHR50_RS00475	1101		old_locus_tag=BHR50_00470
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	89109	90209	-	WP_010929614.1	WP_010929614.1		O-antigen biosynthesis protein WlbC	wlbC		BHR50_RS00475	1101	366	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	90213	90788	-					wlbB		BHR50_RS00480	576		old_locus_tag=BHR50_00475
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	90213	90788	-	WP_003807114.1	WP_003807114.1		O-antigen biosynthesis protein WlbB	wlbB		BHR50_RS00480	576	191	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	90792	91844	-					wlbA		BHR50_RS00485	1053		old_locus_tag=BHR50_00480
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	90792	91844	-	WP_003807115.1	WP_003807115.1		O-antigen biosynthesis protein WlbA	wlbA		BHR50_RS00485	1053	350	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	91975	92982	+					waaC		BHR50_RS00490	1008		old_locus_tag=BHR50_00485
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	91975	92982	+	WP_010929615.1	WP_010929615.1		lipopolysaccharide heptosyltransferase I	waaC		BHR50_RS00490	1008	335	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	92984	94270	+							BHR50_RS00495	1287		old_locus_tag=BHR50_00490
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	92984	94270	+	WP_010929616.1	WP_010929616.1		3-deoxy-D-manno-octulosonic acid transferase			BHR50_RS00495	1287	428	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	94287	94442	-							BHR50_RS20320	156		old_locus_tag=BHR50_00495
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	94287	94442	-	WP_003807124.1	WP_003807124.1		hypothetical protein			BHR50_RS20320	156	51	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	94467	95270	-							BHR50_RS00505	804		old_locus_tag=BHR50_00500
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	94467	95270	-	WP_010929617.1	WP_010929617.1		type III pantothenate kinase			BHR50_RS00505	804	267	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	95267	96133	-							BHR50_RS00510	867		old_locus_tag=BHR50_00505
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	95267	96133	-	WP_010929618.1	WP_010929618.1		biotin--[acetyl-CoA-carboxylase] ligase			BHR50_RS00510	867	288	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	96208	97338	+							BHR50_RS00515	1131		old_locus_tag=BHR50_00510
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	96208	97338	+	WP_010929619.1	WP_010929619.1		ABC transporter permease			BHR50_RS00515	1131	376	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	97338	98177	+							BHR50_RS00520	840		old_locus_tag=BHR50_00515
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	97338	98177	+	WP_003807131.1	WP_003807131.1		ATP-binding cassette domain-containing protein			BHR50_RS00520	840	279	
gene	pseudogene	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	98164	99109	+							BHR50_RS20975	946		pseudo
CDS	without_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	98164	99109	+				MlaD family protein			BHR50_RS20975	946		pseudo
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	99110	99712	+							BHR50_RS00530	603		old_locus_tag=BHR50_00530
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	99110	99712	+	WP_010929620.1	WP_010929620.1		ABC-type transport auxiliary lipoprotein family protein			BHR50_RS00530	603	200	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	99742	100395	+							BHR50_RS00535	654		old_locus_tag=BHR50_00535
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	99742	100395	+	WP_010929621.1	WP_010929621.1		alpha/beta family hydrolase			BHR50_RS00535	654	217	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	100528	101784	+							BHR50_RS00540	1257		old_locus_tag=BHR50_00540
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	100528	101784	+	WP_003807138.1	WP_003807138.1		D-alanyl-D-alanine carboxypeptidase family protein			BHR50_RS00540	1257	418	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	101832	102731	+							BHR50_RS00545	900		old_locus_tag=BHR50_00545
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	101832	102731	+	WP_010929622.1	WP_010929622.1		D-amino acid aminotransferase			BHR50_RS00545	900	299	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	102807	103082	+							BHR50_RS00550	276		old_locus_tag=BHR50_00550
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	102807	103082	+	WP_003818417.1	WP_003818417.1		YbeD family protein			BHR50_RS00550	276	91	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	103090	103752	+					lipB		BHR50_RS00555	663		old_locus_tag=BHR50_00555
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	103090	103752	+	WP_010929623.1	WP_010929623.1		lipoyl(octanoyl) transferase LipB	lipB		BHR50_RS00555	663	220	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	103814	104815	+					lipA		BHR50_RS00560	1002		old_locus_tag=BHR50_00560
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	103814	104815	+	WP_003807146.1	WP_003807146.1		lipoyl synthase	lipA		BHR50_RS00560	1002	333	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	104830	105378	-					rfbC		BHR50_RS00565	549		old_locus_tag=BHR50_00565
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	104830	105378	-	WP_003807148.1	WP_003807148.1		dTDP-4-dehydrorhamnose 3,5-epimerase	rfbC		BHR50_RS00565	549	182	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	105436	106332	-					rfbD		BHR50_RS00570	897		old_locus_tag=BHR50_00570
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	105436	106332	-	WP_010929624.1	WP_010929624.1		dTDP-4-dehydrorhamnose reductase	rfbD		BHR50_RS00570	897	298	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	106329	107390	-					rfbB		BHR50_RS00575	1062		old_locus_tag=BHR50_00575
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	106329	107390	-	WP_010929625.1	WP_010929625.1		dTDP-glucose 4,6-dehydratase	rfbB		BHR50_RS00575	1062	353	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	107426	108376	-							BHR50_RS00580	951		old_locus_tag=BHR50_00580
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	107426	108376	-	WP_010929626.1	WP_010929626.1		IS481-like element IS481 family transposase			BHR50_RS00580	951	316	
gene	pseudogene	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	108474	109101	-							BHR50_RS00585	628		pseudo;old_locus_tag=BHR50_00585
CDS	without_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	108474	109101	-				LysE family translocator			BHR50_RS00585	628		pseudo
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	109275	110468	+					metC		BHR50_RS00590	1194		old_locus_tag=BHR50_00590
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	109275	110468	+	WP_010929627.1	WP_010929627.1		cystathionine beta-lyase	metC		BHR50_RS00590	1194	397	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	110550	111179	-							BHR50_RS00595	630		old_locus_tag=BHR50_00595
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	110550	111179	-	WP_010929628.1	WP_010929628.1		thiol:disulfide interchange protein DsbA/DsbL			BHR50_RS00595	630	209	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	111241	111924	-							BHR50_RS00600	684		old_locus_tag=BHR50_00600
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	111241	111924	-	WP_010927242.1	WP_010927242.1		SPOR domain-containing protein			BHR50_RS00600	684	227	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	111934	113616	-					argS		BHR50_RS00605	1683		old_locus_tag=BHR50_00605
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	111934	113616	-	WP_023853376.1	WP_023853376.1		arginine--tRNA ligase	argS		BHR50_RS00605	1683	560	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	113904	114251	+							BHR50_RS00610	348		old_locus_tag=BHR50_00610
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	113904	114251	+	WP_003815933.1	WP_003815933.1		DUF1840 domain-containing protein			BHR50_RS00610	348	115	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	114342	114659	+							BHR50_RS00615	318		old_locus_tag=BHR50_00615
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	114342	114659	+	WP_003815930.1	WP_003815930.1		hypothetical protein			BHR50_RS00615	318	105	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	114942	115958	+							BHR50_RS00620	1017		old_locus_tag=BHR50_00620
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	114942	115958	+	WP_010931363.1	WP_010931363.1		IS110-like element IS1663 family transposase			BHR50_RS00620	1017	338	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	116034	116834	-							BHR50_RS00625	801		old_locus_tag=BHR50_00625
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	116034	116834	-	WP_003815929.1	WP_003815929.1		carbohydrate ABC transporter permease			BHR50_RS00625	801	266	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	116831	117706	-							BHR50_RS00630	876		old_locus_tag=BHR50_00630
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	116831	117706	-	WP_003815927.1	WP_003815927.1		sugar ABC transporter permease			BHR50_RS00630	876	291	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	117717	119009	-							BHR50_RS00635	1293		old_locus_tag=BHR50_00635
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	117717	119009	-	WP_010929633.1	WP_010929633.1		ABC transporter substrate-binding protein			BHR50_RS00635	1293	430	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	119052	120092	-							BHR50_RS00640	1041		old_locus_tag=BHR50_00640
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	119052	120092	-	WP_010929634.1	WP_010929634.1		ABC transporter ATP-binding protein			BHR50_RS00640	1041	346	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	120198	121019	-							BHR50_RS00645	822		old_locus_tag=BHR50_00645
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	120198	121019	-	WP_010929635.1	WP_010929635.1		phosphodiesterase			BHR50_RS00645	822	273	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	121120	122070	-							BHR50_RS00650	951		old_locus_tag=BHR50_00650
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	121120	122070	-	WP_005012067.1	WP_005012067.1		IS481-like element IS481 family transposase			BHR50_RS00650	951	316	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	122169	123074	-							BHR50_RS00655	906		old_locus_tag=BHR50_00655
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	122169	123074	-	WP_014905488.1	WP_014905488.1		ABC transporter ATP-binding protein			BHR50_RS00655	906	301	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	123071	123904	-							BHR50_RS00660	834		old_locus_tag=BHR50_00660
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	123071	123904	-	WP_003815918.1	WP_003815918.1		ABC transporter permease subunit			BHR50_RS00660	834	277	
gene	pseudogene	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	123916	124739	-							BHR50_RS00665	824		pseudo;old_locus_tag=BHR50_00665
CDS	without_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	123916	124739	-				ABC transporter permease			BHR50_RS00665	824		pseudo
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	124741	125751	-							BHR50_RS00670	1011		old_locus_tag=BHR50_00670
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	124741	125751	-	WP_010929637.1	WP_010929637.1		ABC transporter substrate-binding protein			BHR50_RS00670	1011	336	
gene	pseudogene	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	125748	126763	-							BHR50_RS20980	1016		pseudo
CDS	without_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	125748	126763	-				substrate-binding domain-containing protein			BHR50_RS20980	1016		pseudo
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	127031	128284	+							BHR50_RS00685	1254		old_locus_tag=BHR50_00685
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	127031	128284	+	WP_010929638.1	WP_010929638.1		amidase			BHR50_RS00685	1254	417	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	128375	130075	-					leuA		BHR50_RS00690	1701		old_locus_tag=BHR50_00690
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	128375	130075	-	WP_010929639.1	WP_010929639.1		2-isopropylmalate synthase	leuA		BHR50_RS00690	1701	566	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	130502	131149	-							BHR50_RS00695	648		old_locus_tag=BHR50_00695
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	130502	131149	-	WP_010929640.1	WP_010929640.1		hypothetical protein			BHR50_RS00695	648	215	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	131148	132587	+					rpoN		BHR50_RS00700	1440		old_locus_tag=BHR50_00700
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	131148	132587	+	WP_023853393.1	WP_023853393.1		RNA polymerase factor sigma-54	rpoN		BHR50_RS00700	1440	479	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	132680	132982	+							BHR50_RS00705	303		old_locus_tag=BHR50_00705
